cylinders,displacement,drive,gas,make,model,transmission,city,highway,type,year
12,6.6,All-Wheel Drive,Premium,BMW,M760i xDrive,Automatic,16.2,27.3,Large,2021
6,3,All-Wheel Drive,Hybrid,BMW,745e xDrive,Automatic,26.5,37.2,Large,2021
6,3,All-Wheel Drive,Premium,BMW,740i xDrive,Automatic,25.6963,38.0686,Large,2021
6,3,All-Wheel Drive,Premium,Audi,A8 L,Automatic,23.2,38.3,Large,2021
6,3,Rear-Wheel Drive,Premium,BMW,740i,Automatic,27.9716,40.7749,Large,2021
4,2,All-Wheel Drive,Premium,BMW,X1 xDrive28i,Automatic,29.2586,43.8271,Large,2021
4,2,Front-Wheel Drive,Premium,BMW,X1 sDrive28i,Automatic,30.8266,46.9568,Large,2021
8,4,All-Wheel Drive,Premium,Audi,A8 L,Automatic,20,31.6,Large,2021
8,4,All-Wheel Drive,Premium,Audi,S8,Automatic,17.2,29.9,Large,2021
6,3,All-Wheel Drive,Hybrid,Audi,A8 L,Automatic,26.4,36,Large,2021
8,4.4,All-Wheel Drive,Premium,BMW,750i xDrive Sedan,Automatic,20.772,34.2264,Large,2022
8,4.4,All-Wheel Drive,Premium,BMW,Alpina B7 xDrive,Automatic,20.772,34.2264,Large,2022
6,3,Rear-Wheel Drive,Premium,BMW,740i Sedan,Automatic,27.9623,40.8062,Large,2022
6,3,All-Wheel Drive,Premium,BMW,740i xDrive Sedan,Automatic,25.626,38.4368,Large,2022
12,6.6,All-Wheel Drive,Premium,BMW,M760i xDrive Sedan,Automatic,16.2,27.3,Large,2022
6,3,4-Wheel Drive,Premium,Mercedes-Benz,S500 4matic,Automatic,25.9,42,Large,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,S580 4matic Maybach,Automatic,19.7,34.1,Large,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,S580 4matic,Automatic,20.7,34.9,Large,2021
6,3,4-Wheel Drive,Premium,Audi,A8 L quattro,Automatic,23.7,39.8,Large,2022
8,4,All-Wheel Drive,Premium,Audi,S8,Automatic,17.4,31,Large,2022
4,2,All-Wheel Drive,Premium,BMW,X1 xDrive28i,Automatic,29.1588,43.998,Large,2022
6,3,All-Wheel Drive,Premium,Mercedes-Benz,S500 4matic,Automatic,26,42.2,Large,2022
0,0,Rear-Wheel Drive,Electricity,Mercedes-Benz,EQS 450 Plus,Automatic,138,138.1,Large,2022
4,2,Front-Wheel Drive,Premium,BMW,X1 sDrive28i,Automatic,31.1993,47.2458,Large,2022
8,4,All-Wheel Drive,Premium,Mercedes-Benz,S580 4matic Maybach,Automatic,19,33.7,Large,2022
8,4,All-Wheel Drive,Premium,Mercedes-Benz,S580 4matic,Automatic,20.4,34.8,Large,2022
0,0,All-Wheel Drive,Electricity,Mercedes-Benz,EQS 580 4matic,Automatic,124.5,134.4,Large,2022
6,3,All-Wheel Drive,Hybrid,BMW,745e xDrive,Automatic,26.5,37.2,Large,2022
12,6,All-Wheel Drive,Premium,Mercedes-Benz,Maybach S680 4matic,Automatic,14.7,28.5,Large,2022
6,3,All-Wheel Drive,Premium,Audi,A8 L,Automatic,23.7,39.8,Large,2023
6,3,Rear-Wheel Drive,Premium,BMW,740i Sedan,Automatic,31.8072,43.8319,Large,2023
8,4.4,All-Wheel Drive,Premium,BMW,760i xDrive Sedan,Automatic,22.5959,36.2993,Large,2023
8,4,All-Wheel Drive,Premium,Audi,S8,Automatic,19.3,32.1972,Large,2023
6,3,All-Wheel Drive,Premium,Mercedes-Benz,S500 4matic,Automatic,24.6996,39.8469,Large,2023
0,0,All-Wheel Drive,Electricity,BMW,i7 xDrive60 Sedan (19 inch wheels),Automatic,122.4,128.3,Large,2023
0,0,All-Wheel Drive,Electricity,BMW,i7 xDrive60 Sedan (20 inch wheels),Automatic,113.5,119.5,Large,2023
0,0,All-Wheel Drive,Electricity,BMW,i7 xDrive60 Sedan (21 inch wheels),Automatic,119.5,124.6,Large,2023
0,0,All-Wheel Drive,Electricity,Mercedes-Benz,EQS 450 4matic,Automatic,141.2,147,Large,2023
8,4,All-Wheel Drive,Premium,Mercedes-Benz,S580 4matic Maybach,Automatic,18.3,34.5,Large,2023
8,4,All-Wheel Drive,Premium,Mercedes-Benz,S580 4matic,Automatic,20.4,34.8,Large,2023
0,0,All-Wheel Drive,Electricity,Mercedes-Benz,AMG EQS 4matic Plus,Automatic,108.2,111.1,Large,2022
12,6,All-Wheel Drive,Premium,Mercedes-Benz,Maybach S680 4matic,Automatic,14,28.2,Large,2023
6,3,Rear-Wheel Drive,Premium,BMW,740i Sedan,Automatic,32.5867,45.1937,Large,2024
8,4.4,All-Wheel Drive,Premium,BMW,760i xDrive Sedan,Automatic,22.0594,35.6786,Large,2024
0,0,Rear-Wheel Drive,Electricity,BMW,i7 eDrive50 Sedan (19 inch Wheels),Automatic,120.9,133,Large,2024
0,0,Rear-Wheel Drive,Electricity,BMW,i7 eDrive50 Sedan (20 inch Wheels),Automatic,116.5,126.4,Large,2024
0,0,Rear-Wheel Drive,Electricity,BMW,i7 eDrive50 Sedan (21 inch Wheels),Automatic,119.9,128.5,Large,2024
0,0,All-Wheel Drive,Electricity,BMW,i7 M70 xDrive Sedan (20 inch Wheels),Automatic,103.1,112.2,Large,2024
0,0,All-Wheel Drive,Electricity,BMW,i7 M70 xDrive Sedan (21 inch Wheels),Automatic,109.8,118.2,Large,2024
0,0,4-Wheel Drive,Electricity,BMW,i7 xDrive60 Sedan (19 inch wheels),Automatic,122.6,130.9,Large,2024
0,0,4-Wheel Drive,Electricity,BMW,i7 xDrive60 Sedan (20 inch wheels),Automatic,115.1,122.1,Large,2024
0,0,4-Wheel Drive,Electricity,BMW,i7 xDrive60 Sedan (21 inch wheels),Automatic,121.4,127.8,Large,2024
6,3,All-Wheel Drive,Premium,Audi,A8 quattro,Automatic,23.8,38,Large,2024
8,4,All-Wheel Drive,Premium,Audi,S8,Automatic,19.1467,32.8,Large,2024
6,3,All-Wheel Drive,Premium,BMW,740i xDrive Sedan,Automatic,31.4183,44.1456,Large,2024
8,4,All-Wheel Drive,Premium,Mercedes-Benz,S580 4matic Maybach,Automatic,22.2,37.3,Large,2024
8,4,All-Wheel Drive,Premium,Mercedes-Benz,S580 4matic,Automatic,22.6,38.7,Large,2024
6,3,All-Wheel Drive,Hybrid,Mercedes-Benz,S580e 4matic,Automatic,25.9,40.6,Large,2023
0,0,All-Wheel Drive,Electricity,Mercedes-Benz,AMG EQS 4matic Plus,Automatic,110.9,119.2,Large,2024
0,0,All-Wheel Drive,Electricity,Mercedes-Benz,EQS 450 4matic,Automatic,126.3,133.3,Large,2024
0,0,Rear-Wheel Drive,Electricity,Mercedes-Benz,EQS 450 Plus,Automatic,135.9,140.4,Large,2024
0,0,All-Wheel Drive,Electricity,Mercedes-Benz,EQS 580 4matic,Automatic,130.6,135,Large,2024
6,3,All-Wheel Drive,Premium,Mercedes-Benz,S500 4matic,Automatic,26.6,44.1,Large,2024
12,6,All-Wheel Drive,Premium,Mercedes-Benz,Maybach S680 4matic,Automatic,14.5361,27.9,Large,2024
4,2,All-Wheel Drive,Premium,BMW,X2 xDrive28i,Automatic,30.5865,44.6166,Midsize,2020
4,2,Front-Wheel Drive,Premium,BMW,X2 sDrive28i,Automatic,30.5124,45.6581,Midsize,2020
4,2,All-Wheel Drive,Premium,BMW,X2 M35i,Automatic,30.1258,43.4857,Midsize,2020
4,2,Rear-Wheel Drive,Premium,BMW,530i,Automatic,32.3936,47.2701,Midsize,2020
4,2,All-Wheel Drive,Premium,BMW,530i xDrive,Automatic,30.3982,45.1925,Midsize,2020
6,3,All-Wheel Drive,Premium,BMW,540i xDrive,Automatic,27.7707,41.4634,Midsize,2020
8,4.4,All-Wheel Drive,Premium,BMW,M550i xDrive,Automatic,21.8908,35.7629,Midsize,2020
6,3,Rear-Wheel Drive,Premium,BMW,840i Gran Coupe,Automatic,27.6158,41.4033,Midsize,2020
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Gran Coupe,Automatic,25.6903,37.5,Midsize,2020
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Gran Coupe,Automatic,20.9662,34.4201,Midsize,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus,Automatic,27.1,40.4,Midsize,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,E450 4matic,Automatic,25,39.3,Midsize,2020
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,E350,Automatic,29.3,46.2,Midsize,2020
4,2,All-Wheel Drive,Premium,Audi,A6 quattro,Automatic,31,45.7,Midsize,2020
8,4.4,All-Wheel Drive,Premium,BMW,M5,Automatic,18.0796,29.7957,Midsize,2020
8,4.4,All-Wheel Drive,Premium,BMW,M5 Competition,Automatic,18.0796,29.7957,Midsize,2020
8,4.4,All-Wheel Drive,Premium,BMW,M8 Gran Coupe,Automatic,18.0796,29.7957,Midsize,2020
4,2,4-Wheel Drive,Premium,Mercedes-Benz,E350 4matic,Automatic,27.7,43.5,Midsize,2020
6,3,Rear-Wheel Drive,Premium,BMW,540i,Automatic,28.5,43.6588,Midsize,2020
6,3,All-Wheel Drive,Premium,Audi,S5 Sportback,Automatic,25.2451,37.656,Midsize,2020
6,2.9,All-Wheel Drive,Premium,Audi,S6,Automatic,24,37.5,Midsize,2020
6,2.9,All-Wheel Drive,Premium,Audi,S7,Automatic,24,37.5,Midsize,2020
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Gran Coupe,Automatic,18.0796,29.7957,Midsize,2020
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG E63 S 4matic Plus,Automatic,18.2,31.7,Midsize,2020
6,3,All-Wheel Drive,Premium,Audi,A6 quattro,Automatic,28.0412,41.2224,Midsize,2020
6,3,All-Wheel Drive,Premium,Audi,A7 quattro,Automatic,28.0412,41.2224,Midsize,2020
4,2,All-Wheel Drive,Premium,Audi,A5 Sportback quattro,Automatic,29.851,45.7135,Midsize,2020
6,2.9,All-Wheel Drive,Premium,Audi,S7,Automatic,24,37.5,Midsize,2021
6,2.9,All-Wheel Drive,Premium,Audi,S6,Automatic,24,37.5,Midsize,2021
6,3,All-Wheel Drive,Premium,Audi,A6 quattro,Automatic,28.0412,41.2224,Midsize,2021
6,3,All-Wheel Drive,Premium,Audi,A7 quattro,Automatic,28.0412,41.2224,Midsize,2021
6,2.9,All-Wheel Drive,Premium,Audi,RS 5 Sportback,Automatic,22.1,35.4,Midsize,2021
4,2,Rear-Wheel Drive,Premium,BMW,530i,Automatic,32.1207,48.1597,Midsize,2021
8,4.4,All-Wheel Drive,Premium,BMW,M550i xDrive,Automatic,21.7456,34.4951,Midsize,2021
4,2,All-Wheel Drive,Premium,BMW,X2 xDrive28i,Automatic,30.7529,45.031,Midsize,2021
4,2,All-Wheel Drive,Premium,BMW,X2 M35i,Automatic,30.078,43.3696,Midsize,2021
4,2,All-Wheel Drive,Premium,BMW,530i xDrive,Automatic,30.0665,45.8771,Midsize,2021
6,3,All-Wheel Drive,Premium,BMW,540i xDrive,Automatic,29.6326,44.6767,Midsize,2021
8,4.4,All-Wheel Drive,Premium,BMW,M5,Automatic,18.0845,29.6466,Midsize,2021
8,4.4,All-Wheel Drive,Premium,BMW,M5 Competition,Automatic,18.0845,29.6466,Midsize,2021
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Gran Coupe,Automatic,25.6963,38.0686,Midsize,2021
8,4.4,All-Wheel Drive,Premium,BMW,M8 Gran Coupe,Automatic,18.0845,29.6466,Midsize,2021
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Gran Coupe,Automatic,18.0845,29.6466,Midsize,2021
6,3,All-Wheel Drive,Premium,Audi,S5 Sportback,Automatic,25.8666,39.6776,Midsize,2021
8,4,All-Wheel Drive,Premium,Audi,RS 7,Automatic,19.2,30.2,Midsize,2021
6,3,Rear-Wheel Drive,Premium,BMW,540i,Automatic,31.8,45.7,Midsize,2021
6,3,Rear-Wheel Drive,Premium,BMW,840i Gran Coupe,Automatic,27.9716,40.7749,Midsize,2021
4,2,Front-Wheel Drive,Premium,BMW,X2 sDrive28i,Automatic,30.4632,45.5892,Midsize,2021
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,E350,Automatic,28.1,45.1,Midsize,2021
4,2,4-Wheel Drive,Premium,Mercedes-Benz,E350 4matic,Automatic,27.9,43.4,Midsize,2021
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Gran Coupe,Automatic,20.8714,34.1672,Midsize,2021
4,2,All-Wheel Drive,Premium,Audi,A6 quattro,Automatic,29.4676,43.83,Midsize,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,E450 4matic,Automatic,28.9,43.4,Midsize,2021
4,2,All-Wheel Drive,Hybrid,Audi,A7 quattro,Automatic,34.6,45.5,Midsize,2021
4,2,All-Wheel Drive,Premium,Audi,A5 Sportback S line quattro,Automatic,30.9018,44.183,Midsize,2021
4,2,All-Wheel Drive,Premium,Audi,A5 Sportback quattro,Automatic,32.5601,48.8284,Midsize,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus,Automatic,28.1,41,Midsize,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG E63 S 4matic Plus,Automatic,19.4,32.6,Midsize,2021
4,2,All-Wheel Drive,Premium,BMW,X2 xDrive28i,Automatic,30.7529,45.031,Midsize,2022
4,2,All-Wheel Drive,Premium,BMW,X2 M35i,Automatic,30.078,43.3696,Midsize,2022
8,4.4,All-Wheel Drive,Premium,BMW,M5 CS Sedan,Automatic,17.907,29.3812,Midsize,2022
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Gran Coupe,Automatic,17.907,29.3812,Midsize,2022
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Gran Coupe,Automatic,20.772,34.2264,Midsize,2022
8,4.4,All-Wheel Drive,Premium,BMW,Alpina B8 Gran Coupe,Automatic,20.772,34.2264,Midsize,2022
4,2,Front-Wheel Drive,Premium,BMW,X2 sDrive28i,Automatic,30.4632,45.5892,Midsize,2022
6,3,Rear-Wheel Drive,Premium,BMW,840i Gran Coupe,Automatic,27.9623,40.8062,Midsize,2022
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Gran Coupe,Automatic,25.626,38.4368,Midsize,2022
4,2,All-Wheel Drive,Premium,Audi,A5 Sportback quattro,Automatic,33.3267,49.0024,Midsize,2022
4,2,All-Wheel Drive,Premium,Audi,A6 quattro,Automatic,29.2,45.5,Midsize,2022
4,2,All-Wheel Drive,Premium,Audi,A5 Sportback S line quattro,Automatic,30.8498,44.2667,Midsize,2022
8,4,All-Wheel Drive,Premium,Audi,RS 7,Automatic,19.2,30.2,Midsize,2022
6,2.9,4-Wheel Drive,Premium,Audi,RS 5 Sportback,Automatic,22.1,35.3,Midsize,2022
6,3,4-Wheel Drive,Premium,Audi,S5 Sportback,Automatic,26.6615,39.7738,Midsize,2022
6,3,4-Wheel Drive,Premium,Audi,A6 quattro,Automatic,27,42,Midsize,2022
6,3,4-Wheel Drive,Premium,Audi,A7 quattro,Automatic,27,42,Midsize,2022
4,2,All-Wheel Drive,Hybrid,Audi,A7 TFSI e quattro,Automatic,32.3,43.7,Midsize,2022
6,2.9,4-Wheel Drive,Premium,Audi,S6,Automatic,24.3,37.1,Midsize,2022
6,2.9,4-Wheel Drive,Premium,Audi,S7,Automatic,24.3,37.1,Midsize,2022
4,2,Rear-Wheel Drive,Premium,BMW,530i Sedan,Automatic,32.1347,48.237,Midsize,2022
6,3,All-Wheel Drive,Premium,BMW,540i xDrive Sedan,Automatic,28.6,41.4,Midsize,2022
8,4.4,All-Wheel Drive,Premium,BMW,M550i xDrive Sedan,Automatic,21.429,35.3842,Midsize,2022
8,4.4,All-Wheel Drive,Premium,BMW,M5 Sedan,Automatic,17.9124,29.3537,Midsize,2022
8,4.4,All-Wheel Drive,Premium,BMW,M5 Competition Sedan,Automatic,17.9124,29.3537,Midsize,2022
4,2,All-Wheel Drive,Premium,BMW,530i xDrive Sedan,Automatic,29.9197,45.368,Midsize,2022
6,3,Rear-Wheel Drive,Premium,BMW,540i Sedan,Automatic,31.8,45.7,Midsize,2022
6,3,4-Wheel Drive,Premium,Mercedes-Benz,E450 4matic,Automatic,28.9,43,Midsize,2022
4,2,All-Wheel Drive,Premium,Mercedes-Benz,E350 4matic,Automatic,26.9,42.3,Midsize,2022
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,E350,Automatic,29,44.7,Midsize,2022
0,0,All-Wheel Drive,Electricity,Audi,e-tron GT,Automatic,113.2,116.3,Midsize,2022
0,0,All-Wheel Drive,Electricity,Audi,RS e-tron GT,Automatic,111.7,115.3,Midsize,2022
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus,Automatic,26.5,40.6,Midsize,2022
4,2,All-Wheel Drive,Premium,BMW,X2 M35i,Automatic,30.5245,44.4629,Midsize,2023
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Gran Coupe,Automatic,20.8215,33.217,Midsize,2023
8,4.4,All-Wheel Drive,Premium,BMW,Alpina B8 Gran Coupe,Automatic,20.8215,33.217,Midsize,2023
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Gran Coupe,Automatic,18.0803,29.9272,Midsize,2023
4,2,All-Wheel Drive,Premium,BMW,X2 xDrive28i,Automatic,30.5245,44.4629,Midsize,2023
4,2,Front-Wheel Drive,Premium,BMW,X2 sDrive28i,Automatic,30.5594,45.7238,Midsize,2023
6,3,Rear-Wheel Drive,Premium,BMW,840i Gran Coupe,Automatic,26.2872,40.7959,Midsize,2023
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Gran Coupe,Automatic,26.2538,40.8062,Midsize,2023
6,3,4-Wheel Drive,Premium,Audi,S5 Sportback,Automatic,26.6609,39.7856,Midsize,2023
6,2.9,4-Wheel Drive,Premium,Audi,RS 5 Sportback,Automatic,21.5497,34.7736,Midsize,2023
4,2,Rear-Wheel Drive,Premium,BMW,530i Sedan,Automatic,32.1779,48.4765,Midsize,2023
4,2,All-Wheel Drive,Premium,BMW,530i xDrive Sedan,Automatic,29.9395,45.4362,Midsize,2023
6,3,All-Wheel Drive,Premium,BMW,540i xDrive Sedan,Automatic,28.6,41.4,Midsize,2023
8,4.4,All-Wheel Drive,Premium,BMW,M550i xDrive Sedan,Automatic,21,34.721,Midsize,2023
8,4.4,All-Wheel Drive,Premium,BMW,M5 Sedan,Automatic,18.0229,29.5467,Midsize,2023
8,4.4,All-Wheel Drive,Premium,BMW,M5 Competition Sedan,Automatic,18.0229,29.5467,Midsize,2023
8,4,All-Wheel Drive,Premium,Audi,RS 7,Automatic,18.4237,28.9915,Midsize,2023
4,2,All-Wheel Drive,Premium,Audi,A6 quattro,Automatic,30,45.2,Midsize,2023
6,3,All-Wheel Drive,Premium,Audi,A7,Automatic,27,42,Midsize,2023
6,3,All-Wheel Drive,Premium,Audi,A6 quattro,Automatic,27,42,Midsize,2023
4,2,All-Wheel Drive,Premium,Audi,A5 Sportback S-Line quattro,Automatic,31.2409,45.2772,Midsize,2023
4,2,All-Wheel Drive,Premium,Audi,A5 Sportback quattro,Automatic,30.9654,48.2734,Midsize,2023
6,2.9,All-Wheel Drive,Premium,Audi,S6,Automatic,24,36.9,Midsize,2023
6,2.9,All-Wheel Drive,Premium,Audi,S7,Automatic,24,36.9,Midsize,2023
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,E350,Automatic,29,44.7,Midsize,2023
4,2,All-Wheel Drive,Premium,Mercedes-Benz,E350 4matic,Automatic,26.9,42.3,Midsize,2023
0,0,All-Wheel Drive,Electricity,Audi,e-tron GT,Automatic,113.2,116.3,Midsize,2023
0,0,All-Wheel Drive,Electricity,Audi,RS e-tron GT,Automatic,111.7,115.3,Midsize,2023
6,3,All-Wheel Drive,Premium,Mercedes-Benz,E450 4matic,Automatic,29.1,44.9406,Midsize,2023
6,3,Rear-Wheel Drive,Premium,BMW,540i Sedan,Automatic,31.8,45.7,Midsize,2023
6,3,All-Wheel Drive,Premium,Mercedes-Benz,AMG E53 4matic Plus,Automatic,27.2941,41.5913,Midsize,2023
8,4,All-Wheel Drive,Premium,Mercedes-Benz,AMG E63 S 4matic Plus,Automatic,19.8,33.2,Midsize,2023
6,3,Rear-Wheel Drive,Premium,BMW,840i Gran Coupe,Automatic,26.2759,40.7815,Midsize,2024
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Gran Coupe,Automatic,26.2455,40.7952,Midsize,2024
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Gran Coupe,Automatic,20.7891,33.2243,Midsize,2024
8,4.4,All-Wheel Drive,Premium,BMW,Alpina B8 Gran Coupe,Automatic,20.7891,33.2243,Midsize,2024
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Gran Coupe,Automatic,18.0898,29.9136,Midsize,2024
4,2,All-Wheel Drive,Premium,Audi,A5 Sportback quattro,Automatic,32.4826,49.7014,Midsize,2024
6,2.9,All-Wheel Drive,Premium,Audi,RS 5 Sportback,Automatic,21.7986,34.1249,Midsize,2024
0,0,All-Wheel Drive,Electricity,Audi,e-tron GT,Automatic,120.7182,120.4279,Midsize,2024
0,0,All-Wheel Drive,Electricity,Audi,RS e-tron GT,Automatic,120.7182,120.4279,Midsize,2024
4,2,All-Wheel Drive,Premium,Audi,A5 Sportback S line quattro,Automatic,29.9747,45.6356,Midsize,2024
4,2,All-Wheel Drive,Premium,Audi,A6 quattro,Automatic,28.7,46.1,Midsize,2024
6,3,All-Wheel Drive,Premium,Audi,S5 Sportback,Automatic,25.2,40.8,Midsize,2024
6,3,All-Wheel Drive,Premium,Audi,A7 quattro,Automatic,27.6548,42.6608,Midsize,2024
6,3,All-Wheel Drive,Premium,Audi,A6 quattro,Automatic,27.6548,42.6608,Midsize,2024
8,4,All-Wheel Drive,Premium,Audi,RS 7,Automatic,17.5566,28.402,Midsize,2024
6,2.9,All-Wheel Drive,Premium,Audi,S6,Automatic,23.8192,37.2809,Midsize,2024
6,2.9,All-Wheel Drive,Premium,Audi,S7,Automatic,23.8192,37.2809,Midsize,2024
4,2,Rear-Wheel Drive,Premium,BMW,530i Sedan,Automatic,35.1206,50.3234,Midsize,2024
4,2,All-Wheel Drive,Premium,BMW,530i xDrive Sedan,Automatic,35.1191,50.2553,Midsize,2024
6,3,All-Wheel Drive,Premium,BMW,540i xDrive Sedan,Automatic,33.3737,47.1719,Midsize,2024
0,0,All-Wheel Drive,Electricity,Mercedes-Benz,AMG EQE 4matic Plus,Automatic,99.3,100.8,Midsize,2024
0,0,All-Wheel Drive,Electricity,Mercedes-Benz,EQE 350 4matic,Automatic,121.9,136.7,Midsize,2024
0,0,Rear-Wheel Drive,Electricity,Mercedes-Benz,EQE 350 Plus,Automatic,141.4,136.1,Midsize,2024
0,0,All-Wheel Drive,Electricity,Mercedes-Benz,EQE 500 4matic,Automatic,141.4,136.1,Midsize,2024
6,3,All-Wheel Drive,Premium,Mercedes-Benz,E450 4matic,Automatic,27.7,44.1,Midsize,2024
4,2,All-Wheel Drive,Premium,Mercedes-Benz,E350 4matic,Automatic,30.6,47.9,Midsize,2024
6,3,Rear-Wheel Drive,Premium,BMW,840i Gran Coupe,Automatic,26.808,41.4573,Midsize,2025
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Gran Coupe,Automatic,26.2746,40.8339,Midsize,2025
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Gran Coupe,Automatic,20.66,33.3524,Midsize,2025
8,4.4,All-Wheel Drive,Premium,BMW,Alpina B8 Gran Coupe,Automatic,20.66,33.3524,Midsize,2025
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Gran Coupe,Automatic,18.0751,29.9136,Midsize,2025
8,4,All-Wheel Drive,Premium,Mercedes-Benz,AMG SL63 4matic Plus,Automatic,16.9,28.9,Minicompact,2022
8,4,All-Wheel Drive,Premium,Mercedes-Benz,AMG SL55 4matic Plus,Automatic,16.9,28.9,Minicompact,2022
8,4,All-Wheel Drive,Premium,Mercedes-Benz,AMG SL63 4matic Plus,Automatic,16.6,30.1,Minicompact,2023
8,4,All-Wheel Drive,Premium,Mercedes-Benz,AMG SL55 4matic Plus,Automatic,16.1,29,Minicompact,2023
8,4,All-Wheel Drive,Premium,Mercedes-Benz,AMG SL63 4matic Plus,Automatic,17,28.8,Minicompact,2024
8,4,All-Wheel Drive,Premium,Mercedes-Benz,AMG SL55 4matic Plus,Automatic,17,28.8,Minicompact,2024
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (Passenger Van),Automatic,25.2,34.7,SPV,2020
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (Cargo Van),Automatic,26.9,35.9,SPV,2020
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,"Metris (Cargo Van, LWB)",Automatic,26.9,36.1,SPV,2020
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (Passenger Van),Automatic,24.1,34.6,SPV,2020
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (Cargo Van),Automatic,25.5,35.6,SPV,2020
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,"Metris (Cargo Van, LWB)",Automatic,25.8,35.7,SPV,2020
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,GLA250,Automatic,31.9,49.6,SPV,2021
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,GLB250,Automatic,29.9,45,SPV,2021
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (Passenger Van),Automatic,23.4,33.5,SPV,2021
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (Cargo Van),Automatic,24.5,34.9,SPV,2021
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,"Metris (Cargo Van, LWB)",Automatic,24.5,34.9,SPV,2021
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,GLA250,Automatic,30.8,49.1,SPV,2022
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,GLB250,Automatic,30.3,46.3,SPV,2022
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (Passenger Van),Automatic,23.2,34.4,SPV,2022
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (Cargo Van),Automatic,24.6,34.8,SPV,2022
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,"Metris (Cargo Van, LWB)",Automatic,24.6,34.8,SPV,2022
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (US Postal Long),Automatic,24.7,34.8,SPV,2022
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (US Postal),Automatic,24.7,34.8,SPV,2022
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,GLA250,Automatic,30.8,49.1,SPV,2023
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,GLB250,Automatic,30.3,46.3,SPV,2023
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (US Postal Long),Automatic,24.1,34.5,SPV,2023
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (US Postal),Automatic,24.1,34.5,SPV,2023
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (Passenger Van),Automatic,23.3,33.7,SPV,2023
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,Metris (Cargo Van),Automatic,24.5,35,SPV,2023
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,"Metris (Cargo Van, LWB)",Automatic,24.5,35,SPV,2023
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,GLA250,Automatic,32.5,49.3,SPV,2024
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,GLB250,Automatic,31.7,48.4,SPV,2024
