cylinders,displacement,drive,gas,make,model,transmission,city,highway,type,year
6,3,Rear-Wheel Drive,Premium,BMW,M4 Coupe,Automatic,19.8955,32.4972,Subcompact,2024
6,3,Rear-Wheel Drive,Premium,BMW,M4 Competition Coupe,Automatic,20.182,32.0616,Subcompact,2024
6,3,All-Wheel Drive,Premium,BMW,M4 Competition M xDrive Coupe,Automatic,20.055,31.2954,Subcompact,2024
6,3,All-Wheel Drive,Premium,BMW,M4 Competition M xDrive Convertible,Automatic,19.3569,31.7126,Subcompact,2024
6,3,Rear-Wheel Drive,Premium,BMW,840i Coupe,Automatic,26.4193,40.9642,Subcompact,2024
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Coupe,Automatic,26.2653,40.8215,Subcompact,2024
6,3,Rear-Wheel Drive,Premium,BMW,840i Convertible,Automatic,26.2759,40.7815,Subcompact,2024
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Convertible,Automatic,26.2455,40.7952,Subcompact,2024
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Coupe,Automatic,20.8458,33.2151,Subcompact,2024
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Convertible,Automatic,20.7891,33.2243,Subcompact,2024
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Coupe,Automatic,18.0898,29.9136,Subcompact,2024
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Convertible,Automatic,18.0898,29.9136,Subcompact,2024
6,3,Rear-Wheel Drive,Premium,BMW,M440i Coupe,Automatic,30.5928,45.6126,Subcompact,2024
6,3,All-Wheel Drive,Premium,BMW,M440i xDrive Coupe,Automatic,27.9797,44.8145,Subcompact,2024
6,3,Rear-Wheel Drive,Premium,BMW,M440i Convertible,Automatic,29.67,44.1328,Subcompact,2024
6,3,All-Wheel Drive,Premium,BMW,M440i xDrive Convertible,Automatic,28.0528,43.4014,Subcompact,2024
0,0,Rear-Wheel Drive,Electricity,BMW,i4 eDrive35 Gran Coupe (18 inch Wheels),Automatic,164.3,158,Subcompact,2023
0,0,Rear-Wheel Drive,Electricity,BMW,i4 eDrive35 Gran Coupe (19 inch Wheels),Automatic,152.4,146,Subcompact,2023
0,0,Rear-Wheel Drive,Electricity,BMW,i4 eDrive40 Gran Coupe (19 inch Wheels),Automatic,143.1,140.5,Subcompact,2023
5,2.5,All-Wheel Drive,Premium,Audi,RS 3,Automatic,23.5,38.7,Subcompact,2024
4,2,All-Wheel Drive,Premium,Audi,S3,Automatic,29.5,44.4,Subcompact,2024
6,2.9,All-Wheel Drive,Premium,Audi,RS 5 Coupe,Automatic,22.4729,34.9,Subcompact,2024
4,2,Rear-Wheel Drive,Premium,BMW,230i Coupe,Automatic,34.3,50.9,Subcompact,2024
6,3,Rear-Wheel Drive,Premium,BMW,M240i Coupe,Automatic,28.5813,45.6206,Subcompact,2024
6,3,Rear-Wheel Drive,Premium,BMW,M2 Coupe,Automatic,20.398,33,Subcompact,2024
6,3,Rear-Wheel Drive,Premium,BMW,M2 Coupe,Automatic,19.9784,31.7372,Subcompact,2024
4,2,All-Wheel Drive,Premium,BMW,230i xDrive Coupe,Automatic,31.6972,48.3,Subcompact,2024
6,3,All-Wheel Drive,Premium,BMW,M240i xDrive Coupe,Automatic,29.0239,46.0918,Subcompact,2024
0,0,4-Wheel Drive,Electricity,BMW,i4 M50 Gran Coupe (19 inch wheels),Automatic,125.6,130.9,Subcompact,2024
0,0,4-Wheel Drive,Electricity,BMW,i4 M50 Gran Coupe (20 inch wheels),Automatic,106.3,107.7,Subcompact,2024
0,0,4-Wheel Drive,Electricity,BMW,i4 xDrive40 Gran Coupe (18 inch Wheels),Automatic,146.5,151,Subcompact,2024
0,0,4-Wheel Drive,Electricity,BMW,i4 xDrive40 Gran Coupe (19 inch Wheels),Automatic,133.2,136.6,Subcompact,2024
0,0,Rear-Wheel Drive,Electricity,BMW,i4 eDrive35 Gran Coupe (18 inch Wheels),Automatic,170.3,165.6,Subcompact,2024
0,0,Rear-Wheel Drive,Electricity,BMW,i4 eDrive35 Gran Coupe (19 inch Wheels),Automatic,155.5,149.9,Subcompact,2024
0,0,Rear-Wheel Drive,Electricity,BMW,i4 eDrive40 Gran Coupe (18 inch Wheels),Automatic,156.3,154.8,Subcompact,2024
0,0,Rear-Wheel Drive,Electricity,BMW,i4 eDrive40 Gran Coupe (19 inch Wheels),Automatic,143.3,140.8,Subcompact,2024
4,2,All-Wheel Drive,Premium,Audi,A5 Coupe quattro,Automatic,29.9747,45.6356,Subcompact,2024
4,2,All-Wheel Drive,Premium,Audi,A5 Cabriolet quattro,Automatic,29.3,42.8,Subcompact,2024
4,2,Front-Wheel Drive,Regular,Audi,A3,Automatic,37.6989,54.0444,Subcompact,2024
4,2,4-Wheel Drive,Regular,Audi,A3 quattro,Automatic,34.9929,49.9,Subcompact,2024
6,3,All-Wheel Drive,Premium,Audi,S5 Coupe,Automatic,26.064,41,Subcompact,2024
6,3,All-Wheel Drive,Premium,Audi,S5 Cabriolet,Automatic,24.9,37.7,Subcompact,2024
5,2.5,All-Wheel Drive,Premium,Audi,RS3,Automatic,24.3,39.9,Subcompact,2023
4,2,All-Wheel Drive,Premium,Mercedes-Benz,CLE300 4matic (Convertible),Automatic,29.7,46.3,Subcompact,2024
6,3,All-Wheel Drive,Premium,Mercedes-Benz,CLE450 4matic (Convertible),Automatic,29.6,46,Subcompact,2024
6,3,All-Wheel Drive,Premium,Mercedes-Benz,CLE450 4matic (Coupe),Automatic,27.7986,47.583,Subcompact,2024
8,4,All-Wheel Drive,Premium,Mercedes-Benz,AMG GT 55 4matic Plus (coupe),Automatic,16.2,28,Subcompact,2024
8,4,All-Wheel Drive,Premium,Mercedes-Benz,AMG GT 63 4matic Plus (coupe),Automatic,16.2,28,Subcompact,2024
6,3,Rear-Wheel Drive,Premium,BMW,840i Coupe,Automatic,26.8085,41.458,Subcompact,2025
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Coupe,Automatic,26.2749,40.8342,Subcompact,2025
6,3,Rear-Wheel Drive,Premium,BMW,840i Convertible,Automatic,26.808,41.4573,Subcompact,2025
6,3,All-Wheel Drive,Premium,BMW,840i xDrive Convertible,Automatic,26.2746,40.8339,Subcompact,2025
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Coupe,Automatic,20.81,33.3594,Subcompact,2025
8,4.4,All-Wheel Drive,Premium,BMW,M850i xDrive Convertible,Automatic,20.66,33.3524,Subcompact,2025
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Coupe,Automatic,18.0751,29.9136,Subcompact,2025
8,4.4,All-Wheel Drive,Premium,BMW,M8 Competition Convertible,Automatic,18.0751,29.9136,Subcompact,2025
4,2,All-Wheel Drive,Premium,Mercedes-Benz,CLE300 4matic (Coupe),Automatic,30.7,49,Subcompact,2024
4,2,Rear-Wheel Drive,Premium,BMW,430i Coupe,Automatic,36.3056,52.4432,Subcompact,2025
4,2,All-Wheel Drive,Premium,BMW,430i xDrive Coupe,Automatic,35.1483,49.7121,Subcompact,2025
4,2,Rear-Wheel Drive,Premium,BMW,430i Convertible,Automatic,34.5325,50.4657,Subcompact,2025
4,2,All-Wheel Drive,Premium,BMW,430i xDrive Convertible,Automatic,31.4431,47.9888,Subcompact,2025
4,3,Rear-Wheel Drive,Premium,BMW,M440i Coupe,Automatic,35.3331,49.3568,Subcompact,2025
4,3,All-Wheel Drive,Premium,BMW,M440i xDrive Coupe,Automatic,34.3218,48.2611,Subcompact,2025
4,3,Rear-Wheel Drive,Premium,BMW,M440i Convertible,Automatic,34.7502,47.4403,Subcompact,2025
4,3,All-Wheel Drive,Premium,BMW,M440i xDrive Convertible,Automatic,32.9665,46.3483,Subcompact,2025
6,3,Rear-Wheel Drive,Premium,BMW,M4 Coupe,Automatic,19.8955,32.4972,Subcompact,2025
6,3,Rear-Wheel Drive,Premium,BMW,M4 Competition Coupe,Automatic,20.182,32.0616,Subcompact,2025
6,3,All-Wheel Drive,Premium,BMW,M4 Competition M xDrive Coupe,Automatic,19.8015,32.0624,Subcompact,2025
6,3,All-Wheel Drive,Premium,BMW,M4 Competition M xDrive Convertible,Automatic,19.6355,31.377,Subcompact,2025
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLE350 4matic,Automatic,24.5,37.3,SUV,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,GLE450 4matic,Automatic,24.5,33.1,SUV,2020
6,3,All-Wheel Drive,Premium,BMW,X3 M,Automatic,17.4561,26.9086,SUV,2020
6,3,All-Wheel Drive,Premium,BMW,X3 M Competition,Automatic,17.4561,26.9086,SUV,2020
6,3,All-Wheel Drive,Premium,BMW,X4 M,Automatic,17.4561,26.9086,SUV,2020
6,3,All-Wheel Drive,Premium,BMW,X4 M Competition,Automatic,17.4561,26.9086,SUV,2020
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,GLE350,Automatic,24.9,38.1,SUV,2020
4,2,All-Wheel Drive,Premium,BMW,X3 xDrive30i,Automatic,30.2756,40.9675,SUV,2020
6,3,All-Wheel Drive,Premium,BMW,X3 M40i,Automatic,26.2991,38.2185,SUV,2020
4,2,All-Wheel Drive,Premium,BMW,X4 xDrive30i,Automatic,29.0959,40.3581,SUV,2020
6,3,All-Wheel Drive,Premium,BMW,X4 M40i,Automatic,26.2991,38.2185,SUV,2020
8,4.4,All-Wheel Drive,Premium,BMW,X5 xDrive50i,Automatic,19.9006,30.0185,SUV,2020
8,4.4,All-Wheel Drive,Premium,BMW,X5 M50i,Automatic,19.9006,30.0185,SUV,2020
8,4.4,All-Wheel Drive,Premium,BMW,X6 M50i,Automatic,19.9006,30.0185,SUV,2020
8,4.4,All-Wheel Drive,Premium,BMW,X7 xDrive50i,Automatic,18.8152,28.6524,SUV,2020
8,4.4,All-Wheel Drive,Premium,BMW,X7 M50i,Automatic,18.8152,28.6524,SUV,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,GLS450 4matic,Automatic,24.3,31.7,SUV,2020
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,GLC300,Automatic,27.4,40.9,SUV,2020
4,2,Rear-Wheel Drive,Premium,BMW,X3 sDrive30i,Automatic,31.9039,41.7715,SUV,2020
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLC300 4matic,Automatic,26.6,39.3,SUV,2020
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLC300 4matic Coupe,Automatic,27,39.3,SUV,2020
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,GLA250,Automatic,31.2,49.8,SUV,2020
4,2,All-Wheel Drive,Regular,Audi,Q3 quattro,Automatic,23.8,39,SUV,2020
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLA250 4matic,Automatic,28.7,43.6,SUV,2020
6,3,All-Wheel Drive,Premium,BMW,X5 xDrive40i,Automatic,25.311,36.4323,SUV,2020
6,3,All-Wheel Drive,Premium,BMW,X6 xDrive40i,Automatic,25.311,36.4323,SUV,2020
6,3,All-Wheel Drive,Premium,BMW,X7 xDrive40i,Automatic,24.8,35.3,SUV,2020
6,3,Rear-Wheel Drive,Premium,BMW,X5 sDrive40i,Automatic,26.0775,36.1401,SUV,2020
6,3,Rear-Wheel Drive,Premium,BMW,X6 sDrive40i,Automatic,26.0775,36.1401,SUV,2020
4,2,All-Wheel Drive,Premium,Audi,Q5,Automatic,27.6607,39.1288,SUV,2020
4,2,Front-Wheel Drive,Premium,Mercedes-Benz,GLB250,Automatic,29.1,45,SUV,2020
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLB250 4matic,Automatic,29.8,44.5,SUV,2020
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG G63,Automatic,15.9,20.5,SUV,2020
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLC63 4matic Plus,Automatic,19.5,31.3,SUV,2020
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLC63 4matic Plus Coupe,Automatic,19.6,31,SUV,2020
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLC63 S 4matic Plus Coupe,Automatic,19.6,31,SUV,2020
6,3,All-Wheel Drive,Premium,Audi,SQ5,Automatic,22.5,32,SUV,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLC43 4matic,Automatic,22.8,34.4,SUV,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLC43 4matic Coupe,Automatic,22.8,34.2,SUV,2020
8,4,4-Wheel Drive,Premium,Mercedes-Benz,G550,Automatic,16,22.8,SUV,2020
6,3,All-Wheel Drive,Premium,Audi,Q7,Automatic,21.791,30.2036,SUV,2020
6,3,All-Wheel Drive,Premium,Audi,Q8,Automatic,21.791,30.2036,SUV,2020
8,4,4-Wheel Drive,Premium,Mercedes-Benz,GLE580 4matic,Automatic,21.6,29.6,SUV,2020
8,4,4-Wheel Drive,Premium,Mercedes-Benz,GLS580 4matic,Automatic,20.5,28.7,SUV,2020
8,4.4,All-Wheel Drive,Premium,BMW,X5 M,Automatic,16.2163,25.1087,SUV,2020
8,4.4,All-Wheel Drive,Premium,BMW,X5 M Competition,Automatic,16.2163,25.1087,SUV,2020
8,4.4,All-Wheel Drive,Premium,BMW,X6 M,Automatic,16.2163,25.1087,SUV,2020
8,4.4,All-Wheel Drive,Premium,BMW,X6 M Competition,Automatic,16.2163,25.1087,SUV,2020
4,2,All-Wheel Drive,Hybrid,Audi,Q5,Automatic,33.4,41.2,SUV,2020
8,4,All-Wheel Drive,Premium,Audi,RS Q8,Automatic,17.1,26.9,SUV,2020
4,2,All-Wheel Drive,Hybrid,BMW,X3 xDrive30e,Automatic,30.8,38.9,SUV,2020
8,4,All-Wheel Drive,Premium,Audi,SQ7,Automatic,18.2,29.7,SUV,2020
8,4,All-Wheel Drive,Premium,Audi,SQ8,Automatic,18.4,28.7,SUV,2020
4,2,All-Wheel Drive,Premium,Audi,Q7,Automatic,23.9,34.4,SUV,2020
6,3,All-Wheel Drive,Premium,BMW,X3 M,Automatic,17.4561,26.9086,SUV,2021
6,3,All-Wheel Drive,Premium,BMW,X3 M Competition,Automatic,17.4561,26.9086,SUV,2021
6,3,All-Wheel Drive,Premium,BMW,X4 M,Automatic,17.4561,26.9086,SUV,2021
6,3,All-Wheel Drive,Premium,BMW,X4 M Competition,Automatic,17.4561,26.9086,SUV,2021
6,3,All-Wheel Drive,Premium,Audi,SQ5,Automatic,23.3,33.3,SUV,2021
0,0,All-Wheel Drive,Electricity,Audi,e-tron Sportback,Automatic,102.3817,105.0195,SUV,2020
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLE53 4matic Plus,Automatic,22.3,30.3,SUV,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLE53 4matic Plus Coupe,Automatic,23.2,31.7,SUV,2021
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLA250 4matic,Automatic,30.8,47,SUV,2021
4,2,4-Wheel Drive,Hybrid,Mercedes-Benz,GLC350e 4matic,Automatic,31.9,39.8,SUV,2020
6,3,All-Wheel Drive,Hybrid,BMW,X5 xDrive45e,Automatic,24.3,31.9,SUV,2021
4,2,Rear-Wheel Drive,Premium,BMW,X3 sDrive30i,Automatic,31.9039,41.7715,SUV,2021
6,3,Rear-Wheel Drive,Premium,BMW,X5 sDrive40i,Automatic,26.8155,36.0436,SUV,2021
6,3,Rear-Wheel Drive,Premium,BMW,X6 sDrive40i,Automatic,26.8155,36.0436,SUV,2021
6,3,All-Wheel Drive,Premium,BMW,X5 xDrive40i,Automatic,26.149,35.8606,SUV,2021
8,4.4,All-Wheel Drive,Premium,BMW,X5 M50i,Automatic,19.8285,29.9393,SUV,2021
8,4.4,All-Wheel Drive,Premium,BMW,X5 M,Automatic,16.1143,24.851,SUV,2021
8,4.4,All-Wheel Drive,Premium,BMW,X5 M Competition,Automatic,16.1143,24.851,SUV,2021
6,3,All-Wheel Drive,Premium,BMW,X6 xDrive40i,Automatic,26.149,35.8606,SUV,2021
8,4.4,All-Wheel Drive,Premium,BMW,X6 M50i,Automatic,19.8285,29.9393,SUV,2021
8,4.4,All-Wheel Drive,Premium,BMW,X6 M,Automatic,16.1143,24.851,SUV,2021
8,4.4,All-Wheel Drive,Premium,BMW,X6 M Competition,Automatic,16.1143,24.851,SUV,2021
6,3,All-Wheel Drive,Premium,BMW,X7 xDrive40i,Automatic,24.5,33.7,SUV,2021
8,4.4,All-Wheel Drive,Premium,BMW,X7 M50i,Automatic,18.6314,28.5168,SUV,2021
8,4.4,All-Wheel Drive,Premium,BMW,Alpina XB7,Automatic,18.6314,28.5168,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLE63 S 4matic Plus,Automatic,18.2,26.4,SUV,2021
4,2,All-Wheel Drive,Premium,BMW,X3 xDrive30i,Automatic,29.6045,40.6191,SUV,2021
6,3,All-Wheel Drive,Premium,BMW,X3 M40i,Automatic,26.2991,38.2185,SUV,2021
4,2,All-Wheel Drive,Premium,BMW,X4 xDrive30i,Automatic,29.6045,40.6191,SUV,2021
6,3,All-Wheel Drive,Premium,BMW,X4 M40i,Automatic,26.2991,38.2185,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLS63 4matic Plus,Automatic,17.8,25,SUV,2021
4,2,All-Wheel Drive,Regular,Audi,Q3 S-line quattro,Automatic,25.3,39.8,SUV,2021
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,GLE350,Automatic,24.4,37.3,SUV,2021
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLE350 4matic,Automatic,23.9,37,SUV,2021
4,2,All-Wheel Drive,Premium,Audi,Q7,Automatic,23.9,34.4,SUV,2021
8,4,All-Wheel Drive,Premium,Audi,RS Q8,Automatic,17.1,26.9,SUV,2021
6,3,All-Wheel Drive,Premium,Audi,Q7,Automatic,23.4588,33.2311,SUV,2021
6,3,All-Wheel Drive,Premium,Audi,Q8,Automatic,23.4588,33.2311,SUV,2021
8,4,All-Wheel Drive,Premium,Audi,SQ7,Automatic,18.2,28.6401,SUV,2021
8,4,All-Wheel Drive,Premium,Audi,SQ8,Automatic,18.2,28.6401,SUV,2021
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLB250 4matic,Automatic,29.1,42.9,SUV,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,GLE450 4matic,Automatic,26.2,36,SUV,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,GLS450 4matic,Automatic,24.8,33.7,SUV,2021
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,GLC300,Automatic,28.1,41.4,SUV,2021
4,2,All-Wheel Drive,Premium,Audi,Q5,Automatic,29.8013,40.3631,SUV,2021
4,2,All-Wheel Drive,Regular,Audi,Q3 quattro,Automatic,28.2,43.7,SUV,2021
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLC300 4matic,Automatic,26.5,39.2,SUV,2021
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLC300 4matic Coupe,Automatic,28.2,40,SUV,2021
4,2,All-Wheel Drive,Hybrid,Audi,Q5,Automatic,34.4,40.9,SUV,2021
0,0,All-Wheel Drive,Electricity,Audi,e-tron,Automatic,105.0972,104.7181,SUV,2021
0,0,All-Wheel Drive,Electricity,Audi,e-tron Sportback,Automatic,102.4054,105.0118,SUV,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLC43 4matic,Automatic,22.4,34.3,SUV,2021
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLC43 4matic Coupe,Automatic,21.8,34.3,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLC63 4matic Plus,Automatic,18.5,30,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLC63 4matic Plus Coupe,Automatic,18.5,30.1,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLC63 S 4matic Plus Coupe,Automatic,18.5,30.1,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLE63 S 4matic Plus Coupe,Automatic,18.7,26.3,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,GLS600 4matic Maybach,Automatic,18.2,26.6,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,GLE580 4matic,Automatic,21.4,31,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,GLS580 4matic,Automatic,20.1,29.2,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,AMG G63,Automatic,15.7,21.4,SUV,2021
8,4,4-Wheel Drive,Premium,Mercedes-Benz,G550,Automatic,21.6,26.1,SUV,2021
4,2,All-Wheel Drive,Premium,Audi,Q5 Sportback,Automatic,29.8012,40.3632,SUV,2021
6,3,All-Wheel Drive,Premium,Audi,SQ5 Sportback,Automatic,23.3,33.3,SUV,2021
4,2,All-Wheel Drive,Hybrid,BMW,X3 xDrive30e,Automatic,30.8,38.9,SUV,2021
4,2,All-Wheel Drive,Premium,Audi,Q5 S line quattro,Automatic,29.3028,39.7895,SUV,2022
4,2,All-Wheel Drive,Premium,Audi,Q5 Sportback S line quattro,Automatic,29.3028,39.7895,SUV,2022
6,3,4-Wheel Drive,Premium,Audi,SQ5,Automatic,23.6,34.1,SUV,2022
6,3,4-Wheel Drive,Premium,Audi,SQ5 Sportback,Automatic,23.6,34.1,SUV,2022
4,2,All-Wheel Drive,Regular,Audi,Q3 S line quattro,Automatic,26.2,40.3,SUV,2022
4,2,All-Wheel Drive,Regular,Audi,Q3 quattro,Automatic,28.8,43.7,SUV,2022
8,4,All-Wheel Drive,Premium,Audi,SQ7,Automatic,18.2,28.5876,SUV,2022
8,4,All-Wheel Drive,Premium,Audi,SQ8,Automatic,18.2,28.5876,SUV,2022
8,4,All-Wheel Drive,Premium,Audi,RS Q8,Automatic,17.1,26.9,SUV,2022
6,3,All-Wheel Drive,Premium,Audi,Q7 quattro,Automatic,23.1,33.7294,SUV,2022
6,3,All-Wheel Drive,Premium,Audi,Q8 quattro,Automatic,23.1,33.7294,SUV,2022
4,2,All-Wheel Drive,Hybrid,Audi,Q5 TFSI e quattro,Automatic,32.4,37.9,SUV,2022
4,2,All-Wheel Drive,Premium,Audi,Q7 quattro,Automatic,24.8,35.3,SUV,2022
4,2,Rear-Wheel Drive,Premium,BMW,X3 sDrive30i,Automatic,28.8492,40.7234,SUV,2022
4,2,All-Wheel Drive,Premium,BMW,X3 xDrive30i,Automatic,27.0469,39.3647,SUV,2022
6,3,All-Wheel Drive,Premium,BMW,X3 M40i,Automatic,27.2621,36.7215,SUV,2022
6,3,All-Wheel Drive,Premium,BMW,X3 M,Automatic,18.4775,27.8811,SUV,2022
6,3,All-Wheel Drive,Premium,BMW,X3 M Competition,Automatic,18.4775,27.8811,SUV,2022
4,2,All-Wheel Drive,Premium,BMW,X4 xDrive30i,Automatic,27.0469,39.3647,SUV,2022
6,3,All-Wheel Drive,Premium,BMW,X4 M40i,Automatic,27.2621,36.7215,SUV,2022
6,3,All-Wheel Drive,Premium,BMW,X4 M,Automatic,18.4775,27.8811,SUV,2022
6,3,All-Wheel Drive,Premium,BMW,X4 M Competition,Automatic,18.4775,27.8811,SUV,2022
6,3,Rear-Wheel Drive,Premium,BMW,X5 sDrive40i,Automatic,26.7941,35.9775,SUV,2022
6,3,All-Wheel Drive,Premium,BMW,X5 xDrive40i,Automatic,26.3157,35.8861,SUV,2022
8,4.4,All-Wheel Drive,Premium,BMW,X5 M50i,Automatic,19.9691,30.1987,SUV,2022
8,4.4,All-Wheel Drive,Premium,BMW,X5 M,Automatic,16.1143,24.851,SUV,2022
8,4.4,All-Wheel Drive,Premium,BMW,X5 M Competition,Automatic,16.1143,24.851,SUV,2022
6,3,All-Wheel Drive,Premium,BMW,X6 xDrive40i,Automatic,26.3157,35.8861,SUV,2022
8,4.4,All-Wheel Drive,Premium,BMW,X6 M50i,Automatic,19.9691,30.1987,SUV,2022
8,4.4,All-Wheel Drive,Premium,BMW,X6 M,Automatic,16.1143,24.851,SUV,2022
8,4.4,All-Wheel Drive,Premium,BMW,X6 M Competition,Automatic,16.1143,24.851,SUV,2022
6,3,All-Wheel Drive,Premium,BMW,X7 xDrive40i,Automatic,24.5,33.7,SUV,2022
8,4.4,All-Wheel Drive,Premium,BMW,X7 M50i,Automatic,18.488,28.4453,SUV,2022
8,4.4,All-Wheel Drive,Premium,BMW,Alpina XB7,Automatic,18.488,28.4453,SUV,2022
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,GLE350,Automatic,24.5,38.3,SUV,2022
4,2,4-Wheel Drive,Premium,Mercedes-Benz,GLE350 4matic,Automatic,24.4,37.4,SUV,2022
6,3,All-Wheel Drive,Premium,Mercedes-Benz,GLE450 4matic,Automatic,25.5,35.6,SUV,2022
6,3,4-Wheel Drive,Premium,Mercedes-Benz,GLS450 4matic,Automatic,23.1,33,SUV,2022
4,2,All-Wheel Drive,Premium,Mercedes-Benz,GLA250 4matic,Automatic,29.2,46.3,SUV,2022
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLE53 4matic Plus,Automatic,22,31,SUV,2022
4,2,Rear-Wheel Drive,Premium,Mercedes-Benz,GLC300,Automatic,27.4,41.2,SUV,2022
4,2,All-Wheel Drive,Premium,Mercedes-Benz,GLC300 4matic,Automatic,26.7,41,SUV,2022
4,2,All-Wheel Drive,Premium,Mercedes-Benz,GLC300 4matic Coupe,Automatic,26.4,39.5,SUV,2022
0,0,All-Wheel Drive,Electricity,Audi,e-tron S (20in wheels),Automatic,97.7,100.9,SUV,2022
0,0,All-Wheel Drive,Electricity,Audi,e-tron S (21/22 inch wheels),Automatic,84,87,SUV,2022
0,0,All-Wheel Drive,Electricity,Audi,e-tron S Sportback (20 inch wheels),Automatic,98.7,104.6,SUV,2022
0,0,All-Wheel Drive,Electricity,Audi,e-tron S Sportback (21/22 inch wheels),Automatic,85.8,89.3,SUV,2022
0,0,All-Wheel Drive,Electricity,Audi,Q4 e-tron quattro,Automatic,142.6,127,SUV,2022
0,0,All-Wheel Drive,Electricity,Audi,Q4 e-tron Sportback quattro,Automatic,142.6,127,SUV,2022
6,3,4-Wheel Drive,Premium,Mercedes-Benz,AMG GLE53 4matic Plus Coupe,Automatic,21.6,29.3,SUV,2022
4,2,All-Wheel Drive,Premium,Mercedes-Benz,GLB250 4matic,Automatic,27.5,42.6,SUV,2022
6,3,All-Wheel Drive,Premium,Mercedes-Benz,AMG GLC43 4matic,Automatic,22.5,35.5,SUV,2022
0,0,All-Wheel Drive,Electricity,Audi,e-tron quattro,Automatic,105.1,104.7,SUV,2022
0,0,All-Wheel Drive,Electricity,Audi,e-tron Sportback quattro,Automatic,102.4,105,SUV,2022
4,2,All-Wheel Drive,Premium,Audi,Q5 quattro,Automatic,29.2,41.7,SUV,2022
6,3,All-Wheel Drive,Premium,Mercedes-Benz,AMG GLC43 4matic Coupe,Automatic,19.8,34.4,SUV,2022
6,3,All-Wheel Drive,Hybrid,BMW,X5 xDrive45e,Automatic,24.3,31.9,SUV,2022
0,0,All-Wheel Drive,Electricity,BMW,iX xDrive50 (20 inch wheels),Automatic,117.3,117.7,SUV,2022
0,0,All-Wheel Drive,Electricity,BMW,iX xDrive50 (21 inch wheels),Automatic,111.9,113.5,SUV,2022
0,0,All-Wheel Drive,Electricity,BMW,iX xDrive50 (22 inch wheels),Automatic,117.1,116.1,SUV,2022
6,3,All-Wheel Drive,Premium,Mercedes-Benz,GLE450 4matic,Automatic,25.7,36.5,SUV,2022
0,0,All-Wheel Drive,Electricity,BMW,iX M60 (21 inch wheels),Automatic,103.5,108.6,SUV,2023
